Ensembl_ID	Gene_ID	Gene_Type	logConc	logFC	pVal.Tgw	adj.pVal.Tgw	Tgw.Disp	UpDown.Tgw	MCF7_R1	MCF7_R2	MCF7_R3	MDA_R1	MDA_R2	MDA_R3	MDA_siNS_R1	MDA_siNS_R2	MDA_siNS_R3	MDA_siRunx1_R1	MDA_siRunx1_R1.1	MDA_siRunx1_R1.2
ENSG00000162545.5	CAMK2N1	protein_coding	-0.350904482	3.41804819	0.129198185	0.364545544	0.016248913	0	532	615	521	46	53	78	45	40	39	20	34	40
ENSG00000184489.9	PTP4A3	protein_coding	0.436268147	2.832665912	0.129233604	0.364580829	0.04295339	0	123	281	240	57	94	54	92	80	79	54	103	33
ENSG00000099875.12	MKNK2	protein_coding	0.277486361	5.982041025	0.129260283	0.36459145	0.022907989	0	498	1172	977	739	1084	974	1095	1037	912	813	1146	564
ENSG00000224531.5	SMIM13	protein_coding	0.173033091	6.411792394	0.129523929	0.364748998	0.008517502	0	843	1035	953	925	1127	1458	1228	1138	1161	1156	1861	1650
ENSG00000083168.7	KAT6A	protein_coding	-0.186712338	6.354314216	0.129506671	0.364748998	0.009997278	0	989	944	1170	1072	1398	1559	1145	1004	1020	987	1474	1334
ENSG00000137547.6	MRPL15	protein_coding	0.154930727	6.028761365	0.129511325	0.364748998	0.006114824	0	1158	1602	1683	649	852	877	914	781	692	661	1069	825
ENSG00000104129.7	DNAJC17	protein_coding	0.225038396	3.495960356	0.129455661	0.364748998	0.008851599	0	160	268	250	109	168	163	179	143	139	110	185	122
ENSG00000109079.7	TNFAIP1	protein_coding	0.175916693	6.406443759	0.129545383	0.364748998	0.008835367	0	955	1612	1452	1106	1449	1399	1560	1283	1198	855	1238	778
ENSG00000101194.15	SLC17A9	protein_coding	-0.34587143	4.349466551	0.129530302	0.364748998	0.034171642	0	42	145	103	324	457	516	331	307	272	279	478	199
ENSG00000185885.13	IFITM1	protein_coding	0.309868487	3.716981951	0.129635212	0.364872785	0.024702013	0	121	195	180	143	301	162	258	227	190	146	210	134
ENSG00000261934.2	PCDHGA9	protein_coding	-0.621985466	0.496937028	0.129658461	0.364873676	0.032857904	0	26	49	55	13	29	13	12	12	8	7	5	2
ENSG00000166963.10	MAP1A	protein_coding	-0.681649732	0.458079676	0.129909677	0.365451355	0.016078573	0	32	57	66	9	14	13	7	9	4	3	6	6
ENSG00000085760.12	MTIF2	protein_coding	-0.170296152	6.168559747	0.130128291	0.365729795	0.007926686	0	1323	1599	1440	831	1022	1229	865	826	761	753	1121	1028
ENSG00000168944.13	CEP120	protein_coding	0.16181824	5.973826594	0.130057799	0.365729795	0.007075986	0	730	867	830	712	1010	1013	1003	927	813	748	1168	1011
ENSG00000182405.5	PGBD4	protein_coding	-0.378745368	1.693163313	0.130143715	0.365729795	0.012088992	0	72	102	92	36	29	52	33	27	21	30	33	33
ENSG00000180979.7	LRRC57	protein_coding	-0.200578624	4.284693293	0.130146571	0.365729795	0.00876185	0	293	360	348	251	306	356	281	230	205	231	338	221
ENSG00000183049.10	CAMK1D	protein_coding	-0.209814827	4.231833121	0.130337829	0.366202577	0.009498507	0	357	428	382	207	339	318	243	209	214	187	260	195
ENSG00000164068.13	RNF123	protein_coding	-0.27393054	4.423070215	0.130429263	0.366394774	0.020508155	0	121	263	265	328	482	447	339	304	289	243	416	203
ENSG00000117461.12	PIK3R3	protein_coding	-0.236887049	5.041309106	0.130516472	0.366575036	0.011639642	0	1349	1843	1925	178	181	210	173	115	150	109	193	166
ENSG00000143479.13	DYRK3	protein_coding	0.189695644	4.257136495	0.130600806	0.366747164	0.007926109	0	80	117	106	249	301	363	332	300	301	287	392	363
ENSG00000065615.11	CYB5R4	protein_coding	0.176050094	5.903080046	0.130651502	0.366824783	0.008606145	0	685	786	756	717	1016	1021	1074	884	837	636	956	930
ENSG00000082781.9	ITGB5	protein_coding	-0.171611821	8.055420169	0.130738073	0.366946818	0.009009648	0	3809	6465	5757	3406	5315	4760	3983	3490	3246	2176	3408	2118
ENSG00000162231.11	NXF1	protein_coding	-0.193097805	5.061770629	0.130787217	0.366946818	0.00930631	0	380	493	644	383	553	596	446	401	351	441	629	517
ENSG00000123575.8	FAM199X	protein_coding	0.156793602	7.179749061	0.130784016	0.366946818	0.007200656	0	2331	2928	2750	1399	1910	2246	2148	1677	1712	1710	2457	2331
ENSG00000163468.12	CCT3	protein_coding	0.135862871	9.374926189	0.131031878	0.36730941	0.00570952	0	8817	13802	12679	7176	9292	10501	10013	8678	7921	8173	11750	8542
ENSG00000005059.13	CCDC109B	protein_coding	0.153999319	6.319392847	0.13098891	0.36730941	0.006749918	0	514	670	616	1126	1573	1606	1580	1462	1255	813	1164	1106
ENSG00000164379.5	FOXQ1	protein_coding	-0.268585216	2.078778673	0.130981038	0.36730941	0.009334334	0	1	1	1	76	97	118	77	65	74	60	75	53
ENSG00000174197.14	MGA	protein_coding	-0.165837034	7.063980296	0.131010257	0.36730941	0.007963528	0	3001	3663	3567	1340	1897	2120	1542	1322	1388	1193	1679	1692
ENSG00000101363.10	MANBAL	protein_coding	0.205651834	5.14478445	0.131121948	0.367497148	0.011547682	0	172	272	287	466	641	681	731	616	509	470	723	414
ENSG00000161671.14	EMC10	protein_coding	-0.239390735	5.862577068	0.131427423	0.368288434	0.01676092	0	886	1905	1572	728	923	916	776	665	533	513	827	447
ENSG00000204619.5	PPP1R11	protein_coding	-0.187852151	4.654537196	0.131583329	0.368572779	0.008031901	0	344	528	454	325	398	459	321	291	317	280	415	303
ENSG00000130255.10	RPL36	protein_coding	0.230579423	8.701581897	0.13155939	0.368572779	0.016629949	0	3681	7619	6614	4948	6618	6634	7279	6484	5500	5342	7887	4100
ENSG00000140465.11	CYP1A1	protein_coding	0.406093827	0.996058787	0.131641632	0.368629005	0.009848754	0	7	10	17	26	22	34	40	30	28	27	48	35
ENSG00000144118.11	RALB	protein_coding	0.16834714	6.089378324	0.131793633	0.368989705	0.007538801	0	1492	1819	1953	655	790	905	936	770	680	659	873	841
ENSG00000154027.16	AK5	protein_coding	-0.373126992	1.137615487	0.131957469	0.369330012	0.023902118	0	0	1	0	63	54	62	59	35	33	12	18	20
ENSG00000159733.11	ZFYVE28	protein_coding	-0.264551282	4.486732043	0.132118066	0.369637867	0.019692496	0	82	214	188	405	556	566	429	348	364	186	324	171
ENSG00000214029.4	ZNF891	protein_coding	-0.332087119	2.833037029	0.132143208	0.369643212	0.01856064	0	184	202	170	67	94	103	53	63	70	61	95	100
ENSG00000169764.12	UGP2	protein_coding	0.154338797	6.842201451	0.132362276	0.370125866	0.006959799	0	1709	2036	2035	1209	1753	1901	1779	1552	1496	1215	1779	1671
ENSG00000198753.9	PLXNB3	protein_coding	-0.287349218	2.413993764	0.132390053	0.370138488	0.015395429	0	34	62	52	85	136	134	97	92	71	49	66	30
ENSG00000180370.8	PAK2	protein_coding	-0.171365835	6.602532473	0.132535486	0.370316234	0.00829472	0	2979	3238	3782	919	1079	1228	968	834	784	638	993	881
ENSG00000162078.9	ZG16B	protein_coding	0.290666082	4.259457843	0.13257	0.370316234	0.022648895	0	409	824	693	143	231	281	268	247	195	97	149	64
ENSG00000162104.7	ADCY9	protein_coding	-0.186496087	5.542608741	0.132481632	0.370316234	0.008596453	0	1191	1871	1698	426	500	622	398	391	425	360	517	394
ENSG00000108509.18	CAMTA2	protein_coding	-0.355047054	2.764931089	0.132509784	0.370316234	0.02733455	0	76	192	183	80	127	110	75	69	77	63	103	51
ENSG00000174917.6	C19orf70	protein_coding	0.336265363	5.314630341	0.132569437	0.370316234	0.034171135	0	115	348	275	540	726	680	904	731	597	548	875	376
ENSG00000164603.9	C7orf60	protein_coding	0.218572825	4.858140154	0.132635233	0.370433421	0.012328978	0	598	693	623	264	407	407	443	361	320	269	377	410
ENSG00000125266.6	EFNB2	protein_coding	0.170655428	6.001137293	0.132679521	0.370492078	0.008115619	0	804	916	989	809	896	1152	1068	938	889	702	1011	909
ENSG00000184349.10	EFNA5	protein_coding	-0.201395698	4.6767588	0.132769094	0.370654239	0.010490778	0	195	177	212	387	526	528	446	355	329	316	459	398
ENSG00000106355.7	LSM5	protein_coding	0.222478432	6.410606927	0.13280748	0.370654239	0.014870665	0	1437	1720	1627	773	996	1444	1141	1060	1107	812	1493	1449
ENSG00000172260.11	NEGR1	protein_coding	-0.337097025	2.487774802	0.132845342	0.370694885	0.02531385	0	2	0	1	109	95	142	95	68	85	71	122	136
ENSG00000149418.8	ST14	protein_coding	0.477912747	4.838240677	0.132973813	0.370985756	0.018284239	0	1182	2451	2326	13	18	22	20	23	23	22	26	18
ENSG00000188559.11	RALGAPA2	protein_coding	0.199708025	4.878048244	0.13301723	0.370985756	0.008325287	0	943	1178	1214	201	263	287	312	216	248	192	273	244
ENSG00000075651.13	PLD1	protein_coding	-0.241578096	3.841123747	0.133043073	0.370986389	0.013779546	0	116	129	114	219	335	271	218	185	222	162	241	218
ENSG00000112304.8	ACOT13	protein_coding	0.204828803	4.641664602	0.133071612	0.371000949	0.009956938	0	624	800	678	202	322	322	298	320	250	198	295	248
ENSG00000123342.13	MMP19	protein_coding	-0.365626495	0.851589265	0.133100386	0.371016159	0.011225709	0	19	18	18	32	42	39	35	22	22	11	25	11
ENSG00000148908.12	RGS10	protein_coding	0.149576227	6.330161141	0.133176157	0.371162345	0.00635962	0	595	803	689	1079	1471	1554	1530	1396	1163	882	1350	1148
ENSG00000085788.11	DDHD2	protein_coding	0.160443892	5.425514944	0.133262242	0.371337222	0.006661297	0	483	647	615	448	653	748	666	602	571	575	756	664
ENSG00000151881.12	C5orf28	protein_coding	0.238258621	4.146355917	0.133449904	0.371664873	0.013578453	0	318	283	306	178	243	282	269	254	218	190	297	248
ENSG00000141084.8	RANBP10	protein_coding	-0.25244252	3.308785295	0.133404917	0.371664873	0.009311982	0	296	387	388	99	107	100	90	72	71	61	91	66
ENSG00000151690.12	MFSD6	protein_coding	-0.195685102	5.526265933	0.133520477	0.371796345	0.010924347	0	350	436	497	717	1108	976	836	643	714	376	655	590
ENSG00000254598.2	CSNK2A3	protein_coding	0.154260929	6.381996313	0.133654384	0.372104095	0.006686389	0	1037	1295	1306	917	1153	1320	1214	1071	1095	1069	1531	1434
ENSG00000183340.6	JRKL	protein_coding	-0.252144107	3.907645592	0.133737173	0.372139238	0.015863508	0	89	69	79	230	258	380	238	206	207	204	291	267
ENSG00000242689.2	CNTF	protein_coding	-0.487832539	0.598354603	0.133778038	0.372149079	0.030963485	0	13	16	8	25	36	24	26	14	15	12	23	30
ENSG00000082458.9	DLG3	protein_coding	0.151877638	6.143034304	0.133787489	0.372149079	0.006317656	0	1499	2040	1933	653	1060	1012	987	889	822	560	799	661
ENSG00000092931.9	MFSD11	protein_coding	-0.217194768	3.902918583	0.133963201	0.372572714	0.00818711	0	367	517	448	136	186	235	162	144	122	111	172	142
ENSG00000019549.6	SNAI2	protein_coding	-0.213357382	3.574849677	0.134002895	0.372595523	0.010018627	0	31	40	39	217	252	337	242	190	192	113	181	163
ENSG00000135127.9	CCDC64	protein_coding	-0.883607656	2.595666908	0.134018238	0.372595523	0.012060139	0	273	442	413	5	9	9	3	4	4	6	3	4
ENSG00000116497.15	S100PBP	protein_coding	0.167672131	5.508668935	0.134244955	0.373160635	0.007146309	0	742	986	866	468	618	669	708	551	517	569	719	623
ENSG00000102048.13	ASB9	protein_coding	0.319359574	2.164215287	0.134285228	0.373207383	0.013078897	0	40	74	71	50	68	52	78	57	57	60	99	58
ENSG00000164611.10	PTTG1	protein_coding	0.144970269	7.564497267	0.134336083	0.373283516	0.006389418	0	775	1260	1188	2426	3056	3565	3419	2967	2609	3038	4050	3202
ENSG00000162852.11	CNST	protein_coding	0.162155897	5.567500638	0.134422493	0.37332803	0.006918971	0	896	1104	1188	453	697	744	696	607	584	409	626	526
ENSG00000113048.14	MRPS27	protein_coding	0.133025458	7.069604729	0.134390431	0.37332803	0.005125522	0	1727	2339	2214	1585	2086	2233	2249	1853	1727	1508	2233	1736
ENSG00000150722.8	PPP1R1C	protein_coding	0.492184146	0.415923303	0.134494837	0.373463761	0.007995535	0	3	2	5	11	16	18	25	20	12	25	39	33
ENSG00000117069.12	ST6GALNAC5	protein_coding	-0.269607018	2.469230531	0.134564745	0.373500348	0.011206526	0	17	36	46	80	103	139	95	75	69	77	115	82
ENSG00000182600.7	C2orf82	protein_coding	-0.75661067	0.101067542	0.134531854	0.373500348	0.061374596	0	14	46	18	13	16	12	11	6	5	11	6	10
ENSG00000255837.1	TAS2R20	protein_coding	-0.823355277	-0.30017671	0.134652289	0.373506482	0.014099745	0	21	20	23	7	10	11	3	3	8	5	4	6
ENSG00000175746.5	C15orf54	protein_coding	0.486513469	0.352005079	0.134674545	0.373506482	0.029406838	0	0	0	0	22	25	22	22	41	24	13	14	15
ENSG00000166669.11	ATF7IP2	protein_coding	0.50766152	2.375299213	0.134645299	0.373506482	0.017237848	0	242	303	302	5	14	22	19	23	10	13	8	14
ENSG00000135119.12	RNFT2	protein_coding	-0.311214599	3.350518751	0.134863351	0.373964932	0.022620091	0	126	196	240	131	150	184	118	78	139	121	187	121
ENSG00000162129.10	CLPB	protein_coding	-0.189791329	5.751324334	0.135024513	0.37434658	0.01013068	0	741	1290	1269	683	839	880	668	628	600	583	909	561
ENSG00000072756.14	TRNT1	protein_coding	0.205832354	4.927377114	0.135048609	0.374348155	0.010516848	0	799	922	847	250	321	394	347	332	314	248	405	372
ENSG00000214706.8	IFRD2	protein_coding	0.269709635	6.830717722	0.13518494	0.374530311	0.022821469	0	424	1046	851	1531	1822	2168	2317	2009	1685	1666	2470	1202
ENSG00000171316.9	CHD7	protein_coding	-0.205210067	5.826072435	0.135162896	0.374530311	0.010583794	0	2091	2250	2570	331	433	504	358	301	324	475	602	639
ENSG00000127870.14	RNF6	protein_coding	-0.181718749	6.537999217	0.135179283	0.374530311	0.009665307	0	1882	2009	2000	999	1391	1553	1101	961	1033	968	1352	1331
ENSG00000110011.11	DNAJC4	protein_coding	-0.325905174	2.411977025	0.135278944	0.374700909	0.017710743	0	97	183	168	67	79	67	67	52	36	39	59	34
ENSG00000135913.8	USP37	protein_coding	0.196947401	6.409016136	0.135351652	0.374731187	0.011458902	0	1827	2113	2038	783	1037	1170	1172	960	942	765	1178	1307
ENSG00000115685.12	PPP1R7	protein_coding	-0.157332667	5.515228888	0.135502705	0.374923359	0.006068446	0	922	1298	1288	505	677	718	542	483	500	401	553	450
ENSG00000166595.9	FAM96B	protein_coding	0.282591537	5.50733869	0.135515319	0.374923359	0.024230218	0	304	725	644	561	815	773	971	795	599	522	794	396
ENSG00000198934.4	MAGEE1	protein_coding	-0.299085945	2.065634637	0.135497499	0.374923359	0.010420596	0	66	106	100	55	61	68	58	35	42	38	62	36
ENSG00000144744.14	UBA3	protein_coding	0.155706228	6.283639858	0.135621737	0.375152549	0.007064655	0	360	447	412	938	1362	1502	1360	1254	1158	1185	1530	1450
ENSG00000239521.5	GATS	protein_coding	-0.3219684	2.726058323	0.135696413	0.375163444	0.012714707	0	214	293	261	45	78	71	59	37	43	21	50	46
ENSG00000150787.5	PTS	protein_coding	0.175210481	5.220875545	0.135693873	0.375163444	0.008085373	0	253	316	309	494	662	668	741	592	527	495	625	605
ENSG00000138698.12	RAP1GDS1	protein_coding	0.137234264	7.286548994	0.136060363	0.375843132	0.005663768	0	1449	1875	1745	1877	2553	2777	2699	2263	2147	1991	2790	2508
ENSG00000120324.6	PCDHB10	protein_coding	-0.334000904	1.545807033	0.136035863	0.375843132	0.012381614	0	30	40	46	43	70	50	41	35	40	30	32	33
ENSG00000118096.5	IFT46	protein_coding	0.194471133	5.148078904	0.136038207	0.375843132	0.009182406	0	787	1063	922	304	421	372	426	391	317	426	586	411
ENSG00000099995.16	SF3A1	protein_coding	-0.187368198	5.767154006	0.136043307	0.375843132	0.009938865	0	670	960	1188	680	836	1019	750	624	623	613	1008	667
ENSG00000135643.4	KCNMB4	protein_coding	0.324788225	1.739914374	0.136090005	0.37585976	0.008979583	0	55	65	76	32	50	46	57	45	42	21	45	37
ENSG00000001084.8	GCLC	protein_coding	-0.182496562	5.528039326	0.136174035	0.376026566	0.008655627	0	1134	1282	1309	435	577	713	529	429	402	455	597	559
ENSG00000173262.9	SLC2A14	protein_coding	0.545584342	0.18383213	0.136207209	0.376052908	0.030599075	0	5	1	4	15	15	15	15	19	25	24	20	16
ENSG00000186073.9	C15orf41	protein_coding	0.241230759	3.555555524	0.136248084	0.376100498	0.011760931	0	213	262	220	98	148	165	167	137	130	130	193	201
ENSG00000213977.5	TAX1BP3	protein_coding	-0.187897312	4.263939567	0.136294252	0.376162678	0.007191572	0	276	378	376	238	292	322	242	213	217	242	305	269
ENSG00000158201.7	ABHD3	protein_coding	-0.196854175	4.261178978	0.136379071	0.376331494	0.008424665	0	316	367	350	241	321	365	260	229	234	206	259	220
ENSG00000147642.14	SYBU	protein_coding	0.33399899	1.966310311	0.136408892	0.376348515	0.017908683	0	21	38	17	41	56	76	90	53	53	63	82	63
ENSG00000110400.8	PVRL1	protein_coding	-0.271882814	3.582644384	0.13644076	0.376371174	0.013919618	0	302	527	563	108	105	129	90	84	82	68	106	91
ENSG00000138400.10	MDH1B	protein_coding	0.901556099	-0.239677905	0.136644157	0.376775192	0.051806138	0	17	35	23	2	9	2	6	12	4	1	9	8
ENSG00000176623.9	RMDN1	protein_coding	-0.172315356	6.424323909	0.136636198	0.376775192	0.008307313	0	2468	2896	2707	731	1082	1211	796	816	765	681	975	875
ENSG00000103222.16	ABCC1	protein_coding	-0.18208712	5.65030457	0.136911593	0.377277512	0.009398442	0	538	762	826	716	892	1049	758	649	690	462	886	559
ENSG00000092020.8	PPP2R3C	protein_coding	0.165313711	5.862938796	0.13694802	0.377312544	0.007623155	0	658	802	695	716	917	994	1027	877	753	670	1019	883
ENSG00000101017.11	CD40	protein_coding	0.242123551	4.074468345	0.137029642	0.377472064	0.016064909	0	0	0	1	260	399	369	397	358	333	196	313	154
ENSG00000137801.10	THBS1	protein_coding	-0.156673599	11.24543299	0.137147757	0.377732035	0.007969178	0	25142	32048	32163	35822	36823	50045	36952	30071	32292	29007	43215	34622
ENSG00000097096.8	SYDE2	protein_coding	-0.256788485	4.917505444	0.137199302	0.377808601	0.013933519	0	1339	1427	1584	137	166	234	152	114	135	162	224	240
ENSG00000164258.9	NDUFS4	protein_coding	0.163547267	6.382677619	0.137345902	0.378146851	0.007867274	0	928	1110	994	991	1316	1402	1331	1273	1121	1012	1436	1387
ENSG00000102786.12	INTS6	protein_coding	0.155501159	6.30103398	0.137439247	0.378207905	0.00687699	0	1315	1543	1528	786	1100	1193	1158	1018	896	884	1318	1181
ENSG00000173275.10	ZNF449	protein_coding	0.247820272	3.459114698	0.137407133	0.378207905	0.012230388	0	220	254	223	86	154	145	154	145	109	115	181	154
ENSG00000185347.15	C14orf80	protein_coding	-0.352726177	4.444479123	0.137469867	0.378226363	0.035347891	0	325	971	859	218	264	323	225	180	163	166	295	134
ENSG00000176853.13	FAM91A1	protein_coding	0.179320306	7.409961159	0.137505071	0.378257813	0.009979114	0	3816	4066	4519	1666	2119	2449	2427	1883	2027	1397	2261	2153
ENSG00000179598.5	PLD6	protein_coding	-0.324293172	2.471528591	0.137629298	0.378534097	0.016314819	0	82	148	150	53	68	96	66	39	50	64	76	83
ENSG00000065057.5	NTHL1	protein_coding	0.310771202	3.877987405	0.137735327	0.378651369	0.025226654	0	235	550	460	130	178	187	211	184	157	118	201	87
ENSG00000168802.10	CHTF8	protein_coding	-0.171711859	6.479828109	0.137728293	0.378651369	0.008796494	0	1271	2231	2134	1110	1452	1619	1286	1100	953	850	1282	823
ENSG00000103150.5	MLYCD	protein_coding	-0.241236359	3.438925987	0.137766902	0.378651369	0.008114803	0	322	486	437	90	115	111	92	83	66	67	92	65
ENSG00000182220.11	ATP6AP2	protein_coding	-0.16466016	6.734148373	0.137767128	0.378651369	0.007980233	0	2910	3325	2964	1098	1496	1487	1178	1047	1042	830	1191	1050
ENSG00000165730.12	STOX1	protein_coding	-0.312262407	2.843899478	0.137823408	0.378740628	0.013108495	0	240	266	278	66	61	78	53	46	50	54	57	57
ENSG00000094804.7	CDC6	protein_coding	-0.157377855	7.575790548	0.137913026	0.378856035	0.007754209	0	1271	1624	1443	2772	3166	4231	3095	2543	2548	2586	3607	3288
ENSG00000198963.8	RORB	protein_coding	0.256553674	2.539580331	0.13806911	0.379219335	0.012840094	0	1	0	0	98	151	117	145	115	133	56	73	70
ENSG00000144283.19	PKP4	protein_coding	-0.14763311	7.168648293	0.13824174	0.379562437	0.006566316	0	2151	2830	3016	1654	1894	2331	1815	1440	1526	1855	2671	2257
ENSG00000168872.13	DDX19A	protein_coding	-0.179992125	5.097712361	0.138227245	0.379562437	0.007763922	0	691	1136	1004	331	438	498	375	341	287	339	507	351
ENSG00000143314.10	MRPL24	protein_coding	0.147265258	6.236339149	0.138267233	0.379566934	0.006122331	0	682	1059	953	888	1143	1277	1225	1127	941	1049	1491	1122
ENSG00000113580.12	NR3C1	protein_coding	0.160521604	8.635367533	0.138433269	0.379891642	0.008266018	0	2725	2983	3419	4612	6051	6705	6508	5424	5478	5802	8696	8314
ENSG00000173638.16	SLC19A1	protein_coding	-0.794915343	3.387029622	0.138498953	0.380006352	0.035732235	0	357	966	782	11	10	8	6	3	6	2	3	2
ENSG00000124126.11	PREX1	protein_coding	0.437070575	7.443904635	0.138564737	0.380055772	0.009593602	0	9010	15434	14073	12	19	20	23	21	18	13	20	5
ENSG00000188321.11	ZNF559	protein_coding	-0.228434522	3.49073801	0.138830081	0.380586736	0.012028393	0	62	73	75	197	258	270	212	156	188	89	174	149
ENSG00000139436.18	GIT2	protein_coding	-0.160566701	5.720386293	0.138966818	0.38089596	0.007096254	0	631	716	720	699	929	1008	750	716	646	600	938	767
ENSG00000150510.13	FAM124A	protein_coding	0.492861048	0.573139622	0.139060051	0.381085854	0.018947274	0	17	13	10	15	14	24	26	15	26	18	33	26
ENSG00000163513.15	TGFBR2	protein_coding	0.153560231	7.724220896	0.139091595	0.381106659	0.007499934	0	106	175	178	2978	4766	4126	4317	3868	3625	2763	4356	3344
ENSG00000174851.12	YIF1A	protein_coding	0.321054643	5.861860159	0.139134339	0.381158139	0.032280075	0	721	1882	1597	512	757	763	859	764	651	668	1047	421
ENSG00000273559.2	CWC25	protein_coding	-0.222020595	4.410011884	0.139161917	0.381168059	0.013087884	0	132	131	150	326	381	489	344	262	313	258	410	387
ENSG00000157600.9	TMEM164	protein_coding	0.170600977	6.350861274	0.139402873	0.38169663	0.008251913	0	1942	3074	2471	791	850	990	992	904	789	702	980	701
ENSG00000163818.14	LZTFL1	protein_coding	-0.223717202	4.816705904	0.139486591	0.381728785	0.014100196	0	120	127	131	386	698	616	450	458	383	335	508	514
ENSG00000188549.10	C15orf52	protein_coding	-0.236749698	3.744706462	0.139484679	0.381728785	0.015016567	0	1	3	1	298	288	368	281	255	201	158	220	140
ENSG00000213906.7	LTB4R2	protein_coding	-0.479005139	0.730731615	0.139526422	0.381772123	0.016845932	0	24	39	49	20	24	26	17	10	18	16	21	9
ENSG00000171421.10	MRPL36	protein_coding	0.173472218	5.340871428	0.139742899	0.382111604	0.00772884	0	589	901	759	451	554	570	612	555	441	497	694	526
ENSG00000137171.12	KLC4	protein_coding	-0.271716514	3.822373136	0.139727076	0.382111604	0.018236599	0	213	422	326	142	272	225	186	149	137	152	196	123
ENSG00000176209.9	SMIM19	protein_coding	-0.258949341	3.451382598	0.139746554	0.382111604	0.011554074	0	334	435	344	98	143	140	101	96	88	77	90	64
ENSG00000174547.11	MRPL11	protein_coding	0.17423974	6.404842192	0.139680885	0.382111604	0.008941767	0	1307	2258	1991	889	1109	1185	1256	1117	877	974	1357	922
ENSG00000123213.20	NLN	protein_coding	0.162616051	6.21534166	0.13986375	0.382366344	0.007367616	0	1804	2097	1975	641	800	938	911	775	708	769	1108	986
ENSG00000169905.10	TOR1AIP2	protein_coding	0.147002077	8.270165206	0.139960396	0.382564827	0.0069146	0	2815	3450	3448	3651	4671	5442	5040	4172	4431	4021	5931	5503
ENSG00000007255.8	TRAPPC6A	protein_coding	-0.643077691	3.135890614	0.14006796	0.38266302	0.045987358	0	306	782	582	21	24	6	11	11	8	6	6	7
ENSG00000093000.16	NUP50	protein_coding	-0.17558794	6.808389813	0.140092521	0.38266302	0.009512188	0	1433	1714	1682	1449	1735	2238	1603	1252	1440	1332	1773	1808
ENSG00000182179.8	UBA7	protein_coding	-0.291723968	3.19127704	0.14027784	0.382971983	0.022431685	0	2	1	2	173	275	225	202	155	139	115	156	74
ENSG00000146242.6	TPBG	protein_coding	0.158778482	6.557195796	0.140271937	0.382971983	0.007288649	0	2613	3346	3067	816	1179	1055	1106	1003	950	701	1052	712
ENSG00000008394.10	MGST1	protein_coding	0.159249911	6.295653497	0.140323659	0.38303135	0.007406074	0	1370	1571	1665	773	1102	1204	1148	1003	922	784	1307	1106
ENSG00000151500.12	THYN1	protein_coding	0.167776047	5.233349074	0.140399175	0.383171745	0.007559254	0	267	373	311	472	686	676	729	603	521	501	655	576
ENSG00000167107.10	ACSF2	protein_coding	0.225069914	5.011788803	0.140506933	0.383400071	0.01478931	0	318	568	433	348	630	518	571	506	480	401	496	329
ENSG00000093167.15	LRRFIP2	protein_coding	-0.192937364	5.809220204	0.140839976	0.384242349	0.01105468	0	617	704	583	751	981	1287	855	742	751	665	869	826
ENSG00000132436.9	FIGNL1	protein_coding	-0.165198298	6.409963765	0.140863907	0.384242349	0.008106396	0	1000	1182	1192	1024	1344	1729	1150	1069	1028	1050	1522	1428
ENSG00000175213.2	ZNF408	protein_coding	-0.288266487	3.793704038	0.14108729	0.384522074	0.021318258	0	173	381	338	164	247	218	170	167	126	149	231	120
ENSG00000010244.14	ZNF207	protein_coding	0.131133342	7.706024174	0.14104085	0.384522074	0.005398213	0	2285	3076	2923	2344	3401	3748	3564	2939	2784	2507	3612	2989
ENSG00000105699.14	LSR	protein_coding	-0.332089887	4.41196731	0.141073278	0.384522074	0.028508425	0	534	1188	1312	135	205	167	135	128	100	98	151	72
ENSG00000269313.3	MAGIX	protein_coding	0.549131702	0.202989447	0.141062073	0.384522074	0.020317426	0	8	26	14	13	14	16	26	17	14	12	13	7
ENSG00000118246.11	FASTKD2	protein_coding	0.151046212	6.288902017	0.141265916	0.384758454	0.006538424	0	1520	1963	1920	764	955	1195	1038	953	900	756	1119	1000
ENSG00000204315.3	FKBPL	protein_coding	0.236430247	3.693749552	0.141238412	0.384758454	0.012213552	0	160	274	242	157	212	189	248	198	151	133	177	127
ENSG00000100852.10	ARHGAP5	protein_coding	0.185502217	8.283095998	0.141201468	0.384758454	0.011187604	0	5401	5913	5736	3217	4653	4648	4837	3864	4051	3178	4443	4892
ENSG00000140632.14	GLYR1	protein_coding	-0.15709966	5.714495591	0.141270749	0.384758454	0.006678908	0	1007	1290	1295	584	816	903	745	572	537	454	741	553
ENSG00000179299.14	NSUN7	protein_coding	-0.240005343	2.911610289	0.141411894	0.385076955	0.009484486	0	108	124	137	104	128	117	101	84	82	86	115	114
ENSG00000161692.15	DBF4B	protein_coding	-0.214757986	4.033659477	0.141472445	0.38517592	0.011576083	0	100	148	169	262	307	380	290	233	214	199	311	183
ENSG00000125651.11	GTF2F1	protein_coding	-0.166349657	6.500448957	0.141560496	0.385349709	0.008401789	0	841	1393	1379	1203	1668	1708	1287	1158	1202	1160	1640	1089
ENSG00000005486.14	RHBDD2	protein_coding	0.316946479	5.252288352	0.141654521	0.385407845	0.031127472	0	496	1262	1150	330	571	467	577	509	439	363	584	258
